issue-number,id,actor,event,commit_id,commit_url,created_at,total,additions,deletions,IssueNumber,,
13566,3031382196,"{'login': 'adrinjalali', 'id': 1663864, 'node_id': 'MDQ6VXNlcjE2NjM4NjQ=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/1663864?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/adrinjalali', 'html_url': 'https://github.com/adrinjalali', 'followers_url': 'https://api.github.com/users/adrinjalali/followers', 'following_url': 'https://api.github.com/users/adrinjalali/following{/other_user}', 'gists_url': 'https://api.github.com/users/adrinjalali/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/adrinjalali/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/adrinjalali/subscriptions', 'organizations_url': 'https://api.github.com/users/adrinjalali/orgs', 'repos_url': 'https://api.github.com/users/adrinjalali/repos', 'events_url': 'https://api.github.com/users/adrinjalali/events{/privacy}', 'received_events_url': 'https://api.github.com/users/adrinjalali/received_events', 'type': 'User', 'site_admin': False}",referenced,a3fad528f99755df44d787d505681d66af9eaa5c,https://api.github.com/repos/scikit-learn/scikit-learn/commits/a3fad528f99755df44d787d505681d66af9eaa5c,2020-02-12T15:55:39Z,60,41,19,13383,,13383
13451,2234626444,"{'login': 'adrinjalali', 'id': 1663864, 'node_id': 'MDQ6VXNlcjE2NjM4NjQ=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/1663864?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/adrinjalali', 'html_url': 'https://github.com/adrinjalali', 'followers_url': 'https://api.github.com/users/adrinjalali/followers', 'following_url': 'https://api.github.com/users/adrinjalali/following{/other_user}', 'gists_url': 'https://api.github.com/users/adrinjalali/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/adrinjalali/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/adrinjalali/subscriptions', 'organizations_url': 'https://api.github.com/users/adrinjalali/orgs', 'repos_url': 'https://api.github.com/users/adrinjalali/repos', 'events_url': 'https://api.github.com/users/adrinjalali/events{/privacy}', 'received_events_url': 'https://api.github.com/users/adrinjalali/received_events', 'type': 'User', 'site_admin': False}",referenced,49cdee6a12d522aaacc321a60fff37df5692f64c,https://api.github.com/repos/scikit-learn/scikit-learn/commits/49cdee6a12d522aaacc321a60fff37df5692f64c,2019-03-27T22:01:21Z,49,48,1,13173,,13173
13383,2281446579,"{'login': 'thomasjpfan', 'id': 5402633, 'node_id': 'MDQ6VXNlcjU0MDI2MzM=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/5402633?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thomasjpfan', 'html_url': 'https://github.com/thomasjpfan', 'followers_url': 'https://api.github.com/users/thomasjpfan/followers', 'following_url': 'https://api.github.com/users/thomasjpfan/following{/other_user}', 'gists_url': 'https://api.github.com/users/thomasjpfan/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thomasjpfan/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thomasjpfan/subscriptions', 'organizations_url': 'https://api.github.com/users/thomasjpfan/orgs', 'repos_url': 'https://api.github.com/users/thomasjpfan/repos', 'events_url': 'https://api.github.com/users/thomasjpfan/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thomasjpfan/received_events', 'type': 'User', 'site_admin': False}",referenced,934dfb0a86520600b36a4123e9cfb5a19df9bad7,https://api.github.com/repos/scikit-learn/scikit-learn/commits/934dfb0a86520600b36a4123e9cfb5a19df9bad7,2019-04-17T02:44:18Z,2,1,1,13103,,13103
13173,2516537484,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,ce869d8ddb723ef5e870903cbebd8e256835e234,https://api.github.com/repos/scikit-learn/scikit-learn/commits/ce869d8ddb723ef5e870903cbebd8e256835e234,2019-07-29T13:40:57Z,58,53,5,12798,,12798
13103,2126411999,"{'login': 'rth', 'id': 630936, 'node_id': 'MDQ6VXNlcjYzMDkzNg==', 'avatar_url': 'https://avatars0.githubusercontent.com/u/630936?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rth', 'html_url': 'https://github.com/rth', 'followers_url': 'https://api.github.com/users/rth/followers', 'following_url': 'https://api.github.com/users/rth/following{/other_user}', 'gists_url': 'https://api.github.com/users/rth/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rth/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rth/subscriptions', 'organizations_url': 'https://api.github.com/users/rth/orgs', 'repos_url': 'https://api.github.com/users/rth/repos', 'events_url': 'https://api.github.com/users/rth/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rth/received_events', 'type': 'User', 'site_admin': False}",referenced,5307b2df7fd378269a2b2d5076dbefde46367083,https://api.github.com/repos/scikit-learn/scikit-learn/commits/5307b2df7fd378269a2b2d5076dbefde46367083,2019-02-08T07:54:20Z,344,195,149,12750,,12750
12798,2036890636,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,55a98ab7e3b10966f6d00c3562f3a99896797964,https://api.github.com/repos/scikit-learn/scikit-learn/commits/55a98ab7e3b10966f6d00c3562f3a99896797964,2018-12-19T21:54:54Z,207,196,11,12703,,12703
12750,2164981037,"{'login': 'agramfort', 'id': 161052, 'node_id': 'MDQ6VXNlcjE2MTA1Mg==', 'avatar_url': 'https://avatars2.githubusercontent.com/u/161052?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/agramfort', 'html_url': 'https://github.com/agramfort', 'followers_url': 'https://api.github.com/users/agramfort/followers', 'following_url': 'https://api.github.com/users/agramfort/following{/other_user}', 'gists_url': 'https://api.github.com/users/agramfort/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/agramfort/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/agramfort/subscriptions', 'organizations_url': 'https://api.github.com/users/agramfort/orgs', 'repos_url': 'https://api.github.com/users/agramfort/repos', 'events_url': 'https://api.github.com/users/agramfort/events{/privacy}', 'received_events_url': 'https://api.github.com/users/agramfort/received_events', 'type': 'User', 'site_admin': False}",referenced,5890cbc995cde1991f1fc52cae495f5c50194df4,https://api.github.com/repos/scikit-learn/scikit-learn/commits/5890cbc995cde1991f1fc52cae495f5c50194df4,2019-02-26T14:17:27Z,82,64,18,12699,,12699
12703,2001003069,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,aae4e337d2c93d9005f5d13c62e80209740dce6a,https://api.github.com/repos/scikit-learn/scikit-learn/commits/aae4e337d2c93d9005f5d13c62e80209740dce6a,2018-12-03T10:25:25Z,23,22,1,12672,,12672
12699,2001010332,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,4f5dd77d19fc682e5a04f56791e3fd17d1d71e08,https://api.github.com/repos/scikit-learn/scikit-learn/commits/4f5dd77d19fc682e5a04f56791e3fd17d1d71e08,2018-12-03T10:28:20Z,14,13,1,12521,,12521
12672,2031244238,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,876b14907f96a42e63c3ef576a46755b120c3c01,https://api.github.com/repos/scikit-learn/scikit-learn/commits/876b14907f96a42e63c3ef576a46755b120c3c01,2018-12-17T20:01:06Z,74,74,0,12490,,12490
12521,1967009225,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,24e46410bd606fd32cc18f6d9cb7e9efe695597e,https://api.github.com/repos/scikit-learn/scikit-learn/commits/24e46410bd606fd32cc18f6d9cb7e9efe695597e,2018-11-14T21:01:52Z,11,10,1,12483,,12483
12490,1948600514,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,6b4e00deb02951ff5ab7cd8a70309381db4226f9,https://api.github.com/repos/scikit-learn/scikit-learn/commits/6b4e00deb02951ff5ab7cd8a70309381db4226f9,2018-11-06T10:47:32Z,16,12,4,12466,,12466
12483,1949526016,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,5196657be8c1280b2a8e4149ff78f92d549f22dd,https://api.github.com/repos/scikit-learn/scikit-learn/commits/5196657be8c1280b2a8e4149ff78f92d549f22dd,2018-11-06T16:58:35Z,1,1,0,12420,,12420
12466,1961268694,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,4b78d7abf4203a1cd4495c38fdc3665fb94b3a4c,https://api.github.com/repos/scikit-learn/scikit-learn/commits/4b78d7abf4203a1cd4495c38fdc3665fb94b3a4c,2018-11-12T20:13:01Z,119,67,52,12281,,12281
12420,1932676589,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,d4802aeac55475171850d6cf121718e879ab93eb,https://api.github.com/repos/scikit-learn/scikit-learn/commits/d4802aeac55475171850d6cf121718e879ab93eb,2018-10-29T15:58:49Z,2,1,1,12179,,12179
